CHEQUEID;LAGERID;KOLVO
33345;50;1.0
33349;48;5.0
33349;48;1.0
33349;127;2.0
33352;77;2.0
33353;7;1.0
33353;26;1.0
33353;131;1.0
33355;98;1.0
33355;127;1.0
33355;19;2.0
33355;129;5.0
33356;2;1.0
33356;27;2.0
33357;116;3.0
33357;25;3.0
33357;38;1.0
33357;54;1.0
33357;129;4.0
33357;112;1.0
33357;92;4.0
33357;77;1.0
33357;57;1.0
33357;27;2.0
33361;2;1.0
33361;29;1.0
33361;44;10.0
33361;20;2.0
33361;45;1.0
33361;78;1.0
33362;105;1.0
33362;81;1.0
33362;19;1.0
33362;132;1.0
33366;15;3.0
33366;29;2.0
33366;100;2.0
33366;26;1.0
33366;112;1.0
33366;108;1.0
33366;106;1.0
33366;57;1.0
33366;28;1.0
33366;69;1.0
33368;2;2.0
33368;48;2.0
33368;44;9.0
33371;15;2.0
33371;29;2.0
33371;30;1.0
33371;42;1.0
33371;38;1.0
33371;113;1.0
33371;57;1.0
33372;83;2.0
33372;116;1.0
33372;31;1.0
33372;129;2.0
33372;112;2.0
33372;108;2.0
33372;92;8.0
33372;27;2.0
33375;38;5.0
33375;35;5.0
33376;15;1.0
33376;29;1.0
33376;53;1.0
33376;30;1.0
33376;88;1.0
33376;20;1.0
33376;26;1.0
33376;106;1.0
33376;110;1.0
33378;2;1.0
33378;78;1.0
33379;2;2.0
33379;29;3.0
33379;26;2.0
33379;107;1.0
33380;15;1.0
33380;29;2.0
33380;132;1.0
33380;80;1.0
33380;89;1.0
33380;57;1.0
33380;85;1.0
33380;55;1.0
33383;1;1.0
33383;15;1.0
33383;53;1.0
33383;5;1.0
33383;26;1.0
33383;77;1.0
33383;78;1.0
33383;107;1.0
33384;4;1.0
33384;31;1.0
33384;98;1.0
33384;88;1.0
33384;81;1.0
33384;7;1.0
33384;21;1.0
33384;9;1.0
33385;57;1.0
33387;93;1.0
33387;85;1.0
33387;28;1.0
33389;49;1.0
33389;16;2.0
33389;43;1.0
33389;78;1.0
33390;15;2.0
33390;29;1.0
33390;53;2.0
33390;33;1.0
33390;69;2.0
33392;15;1.0
33392;92;1.0
33394;7;1.0
33395;15;1.0
33395;29;1.0
33395;61;1.0
33395;3;1.0
33395;53;2.0
33395;30;1.0
33395;82;1.0
33395;7;1.0
33395;38;1.0
33395;131;1.0
33395;121;1.0
33395;63;1.0
33396;4;1.0
33396;77;4.0
33396;64;1.0
33397;129;2.0
33397;80;2.0
33397;113;1.0
33397;92;1.0
33397;94;1.0
33397;78;1.0
33397;55;1.0
33397;110;1.0
33399;15;2.0
33399;42;2.0
33399;92;1.0
33399;28;1.0
33399;70;2.0
33402;131;1.0
33404;15;1.0
33404;30;1.0
33404;7;2.0
33404;28;1.0
33407;122;2.0
33407;128;1.0
33407;89;1.0
33407;57;1.0
33410;15;1.0
33410;29;1.0
33410;53;1.0
33410;7;1.0
33410;19;1.0
33410;129;1.0
33410;91;2.0
33410;68;1.0
33411;95;1.0
33411;15;2.0
33411;129;2.0
33411;106;1.0
33411;107;2.0
33412;2;2.0
33412;15;1.0
33412;81;2.0
33412;84;1.0
33412;121;1.0
33413;15;2.0
33413;106;1.0
33415;2;1.0
33415;54;1.0
33418;105;1.0
33418;26;1.0
33420;95;1.0
33420;29;1.0
33420;116;3.0
33420;54;1.0
33420;19;1.0
33421;80;1.0
33421;24;1.0
33422;51;1.0
33422;116;3.0
33422;31;2.0
33422;84;1.0
33422;108;1.0
33422;93;2.0
33422;92;4.0
33422;50;2.0
33422;107;1.0
33423;29;2.0
33423;7;2.0
33423;113;1.0
33423;99;1.0
33423;92;2.0
33423;57;1.0
33423;85;1.0
33423;55;2.0
33423;68;2.0
33426;82;1.0
33427;105;2.0
33427;87;3.0
33429;88;1.0
33429;7;1.0
33429;100;2.0
33429;77;1.0
33429;64;1.0
33429;55;1.0
33433;15;1.0
33433;105;1.0
33436;1;1.0
33440;15;1.0
33440;104;1.0
33440;75;1.0
33440;67;1.0
33447;29;1.0
33447;11;1.0
33447;65;1.0
33447;132;1.0
33447;63;1.0
33447;126;1.0
33447;85;1.0
33447;28;1.0
33447;110;1.0
33448;15;2.0
33451;106;1.0
33456;15;1.0
33456;53;1.0
33456;98;2.0
33456;38;1.0
33456;100;1.0
33456;129;1.0
33456;112;1.0
33456;14;1.0
33456;57;1.0
33460;1;1.0
33460;98;1.0
33460;129;2.0
33460;68;1.0
33461;25;1.0
33461;16;3.0
33462;14;1.0
33463;20;1.0
33465;1;1.0
33465;118;1.0
33465;42;1.0
33465;6;1.0
33466;2;7.0
33466;15;1.0
33466;29;1.0
33466;53;2.0
33466;45;1.0
33466;112;1.0
33466;27;2.0
33466;55;1.0
33466;110;1.0
33467;2;6.0
33467;105;1.0
33467;14;1.0
33472;60;1.0
33475;15;1.0
33475;29;1.0
33475;5;1.0
33475;35;1.0
33475;99;1.0
33475;106;1.0
33475;68;1.0
33478;77;1.0
33478;70;12.0
33481;127;1.0
33481;129;2.0
33486;48;1.0
33486;72;1.0
33486;100;2.0
33486;130;2.0
33486;19;1.0
33486;45;1.0
33486;99;2.0
33486;55;1.0
33486;67;1.0
33487;100;1.0
33491;29;2.0
33491;7;2.0
33491;45;1.0
33491;132;1.0
33491;91;3.0
33491;69;2.0
33492;1;1.0
33492;29;1.0
33492;53;2.0
33492;81;1.0
33492;54;2.0
33492;26;2.0
33492;19;2.0
33492;129;4.0
33492;99;1.0
33492;27;1.0
33496;15;2.0
33496;21;1.0
33498;15;2.0
33498;54;5.0
33498;35;1.0
33498;89;3.0
33498;57;1.0
33500;7;1.0
33500;68;1.0
33502;88;1.0
33502;81;2.0
33502;7;2.0
33502;38;1.0
33502;130;2.0
33502;27;1.0
33504;20;1.0
33504;92;2.0
33506;29;2.0
33506;30;1.0
33506;44;9.0
33506;12;2.0
33506;130;2.0
33506;123;3.0
33506;122;3.0
33506;60;1.0
33506;121;1.0
33506;128;2.0
33506;17;1.0
33508;2;1.0
33508;15;1.0
33509;57;1.0
33510;15;1.0
33510;29;2.0
33510;53;1.0
33510;4;1.0
33510;82;1.0
33510;38;1.0
33510;130;2.0
33510;57;1.0
33510;125;1.0
33510;91;2.0
33510;28;1.0
33511;36;2.0
33511;15;2.0
33511;25;2.0
33511;57;1.0
33511;85;1.0
33514;15;1.0
33514;53;2.0
33517;29;1.0
33517;57;1.0
33520;3;1.0
33520;35;1.0
33520;122;1.0
33520;125;1.0
33520;55;1.0
33523;29;1.0
33523;98;2.0
33523;12;2.0
33523;37;2.0
33523;33;2.0
33523;131;1.0
33523;89;1.0
33523;57;2.0
33523;117;1.0
33524;1;1.0
33524;100;4.0
33526;71;1.0
33526;14;1.0
33530;1;3.0
33530;59;1.0
33530;113;1.0
33538;53;1.0
33538;7;1.0
33538;129;3.0
33538;86;1.0
33541;4;1.0
33541;125;1.0
33541;28;1.0
33546;15;2.0
33546;130;1.0
33546;16;4.0
33546;17;1.0
33546;64;2.0
33551;21;1.0
33551;93;1.0
33558;14;1.0
33559;1;1.0
33559;99;2.0
33561;72;1.0
33561;45;1.0
33561;73;1.0
33561;55;1.0
33563;30;1.0
33563;45;1.0
33570;15;1.0
33570;61;1.0
33570;33;2.0
33570;113;1.0
33570;50;1.0
33572;14;1.0
33572;57;1.0
33575;44;3.0
33575;60;1.0
33578;116;1.0
33578;88;2.0
33578;100;2.0
33578;104;1.0
33578;14;1.0
33578;115;2.0
33578;28;1.0
33582;7;1.0
33582;92;1.0
33582;115;1.0
33585;15;1.0
33585;38;1.0
33585;128;1.0
33585;68;2.0
33586;2;3.0
33587;20;1.0
33587;34;1.0
33587;26;1.0
33587;35;1.0
33587;69;2.0
33588;54;2.0
33588;73;1.0
33589;4;1.0
33589;11;1.0
33589;30;1.0
33589;105;1.0
33589;14;1.0
33589;91;1.0
33592;2;7.0
33592;15;1.0
33592;98;2.0
33592;56;1.0
33592;7;1.0
33592;38;1.0
33592;129;2.0
33592;128;2.0
33592;89;1.0
33592;107;1.0
33593;54;1.0
33593;113;2.0
33593;75;1.0
33593;50;1.0
33596;127;1.0
33597;15;1.0
33597;29;1.0
33597;53;1.0
33597;6;1.0
33597;7;1.0
33597;60;1.0
33597;106;1.0
33598;77;1.0
33598;70;2.0
33599;99;1.0
33604;68;1.0
33609;15;2.0
33609;72;1.0
33609;80;2.0
33609;128;1.0
33609;39;1.0
33610;29;1.0
33610;53;2.0
33610;31;2.0
33610;72;1.0
33610;81;1.0
33610;7;1.0
33610;26;1.0
33610;129;2.0
33610;17;1.0
33610;55;1.0
33612;56;1.0
33612;19;1.0
33612;129;3.0
33620;95;1.0
33620;15;1.0
33620;3;1.0
33620;116;1.0
33620;32;1.0
33620;130;1.0
33620;8;1.0
33620;122;2.0
33620;79;1.0
33620;21;1.0
33620;57;1.0
33620;27;1.0
33620;10;1.0
33620;55;1.0
33623;2;2.0
33623;48;1.0
33623;70;4.0
33625;15;1.0
33625;32;2.0
33625;38;1.0
33625;131;1.0
33625;90;1.0
33625;85;1.0
33626;99;1.0
33627;61;1.0
33627;130;1.0
33627;131;1.0
33627;19;1.0
33630;83;2.0
33630;105;1.0
33634;15;2.0
33634;44;10.0
33634;26;1.0
33639;122;4.0
33642;29;2.0
33642;37;2.0
33642;7;2.0
33642;100;1.0
33642;26;2.0
33642;19;1.0
33642;55;1.0
33649;17;1.0
33649;94;1.0
33649;47;1.0
33649;110;1.0
33650;2;1.0
33650;38;1.0
33650;126;1.0
33650;107;1.0
33652;3;1.0
33652;82;1.0
33652;115;1.0
33652;87;1.0
33654;77;1.0
33658;116;1.0
33658;5;1.0
33658;20;1.0
33658;123;3.0
33658;17;1.0
33658;94;1.0
33658;27;2.0
33659;15;2.0
33659;44;4.0
33659;25;2.0
33659;92;2.0
33659;64;1.0
33659;28;1.0
33662;15;2.0
33662;29;1.0
33662;12;2.0
33662;130;2.0
33662;59;1.0
33662;123;2.0
33662;112;1.0
33662;21;1.0
33662;120;1.0
33662;92;1.0
33662;115;1.0
33662;89;1.0
33662;57;1.0
33662;55;1.0
33662;69;1.0
33666;15;1.0
33666;44;3.0
33666;89;1.0
33669;15;2.0
33669;72;1.0
33669;80;2.0
33669;128;1.0
33669;39;1.0
33672;51;1.0
33672;2;6.0
33672;81;1.0
33672;131;1.0
33672;129;2.0
33672;28;1.0
33674;15;1.0
33674;22;1.0
33674;7;1.0
33676;116;1.0
33676;91;1.0
33676;64;1.0
33677;52;2.0
33679;21;1.0
33679;10;1.0
33682;15;2.0
33682;85;1.0
33684;1;1.0
33685;119;4.0
33685;30;2.0
33686;15;2.0
33686;88;1.0
33686;131;2.0
33686;17;1.0
33686;125;1.0
33686;91;1.0
33690;51;2.0
33690;15;2.0
33690;116;4.0
33690;11;1.0
33690;30;1.0
33690;5;4.0
33690;42;2.0
33690;6;2.0
33690;100;10.0
33690;131;1.0
33690;92;1.0
33690;50;2.0
33691;15;1.0
33691;14;1.0
33691;89;1.0
33694;95;1.0
33694;51;1.0
33694;29;1.0
33694;3;1.0
33694;116;2.0
33694;30;1.0
33694;12;1.0
33694;123;3.0
33694;19;1.0
33694;125;1.0
33694;47;1.0
33694;107;1.0
33694;55;1.0
33694;110;1.0
33695;2;28.0
33696;2;4.0
33696;15;2.0
33696;29;2.0
33696;116;2.0
33696;30;2.0
33696;98;1.0
33696;42;1.0
33696;12;1.0
33696;105;1.0
33696;81;1.0
33696;100;2.0
33696;122;2.0
33696;62;1.0
33696;73;1.0
33696;113;2.0
33701;48;4.0
33701;83;1.0
33706;131;1.0
33706;128;1.0
33706;87;1.0
33708;48;3.0
33708;29;1.0
33712;15;2.0
33712;116;2.0
33712;98;2.0
33712;45;1.0
33714;29;2.0
33714;37;1.0
33717;95;1.0
33717;29;1.0
33717;82;1.0
33717;42;2.0
33717;52;2.0
33717;81;2.0
33717;100;3.0
33717;130;2.0
33717;35;1.0
33717;14;1.0
33717;21;1.0
33717;120;1.0
33717;57;1.0
33720;2;6.0
33720;3;1.0
33720;7;3.0
33720;17;1.0
33720;43;3.0
33720;27;2.0
33721;88;1.0
33721;129;3.0
33721;73;1.0
33721;128;1.0
33722;119;7.0
33722;129;3.0
33724;83;1.0
33724;29;1.0
33724;25;2.0
33724;21;1.0
33724;106;1.0
33724;125;1.0
33731;106;1.0
33732;15;1.0
33732;19;1.0
33733;123;2.0
33734;12;1.0
33734;99;1.0
33734;57;1.0
33734;28;1.0
33738;15;1.0
33738;29;2.0
33738;116;2.0
33738;123;3.0
33738;19;1.0
33738;122;2.0
33738;73;1.0
33738;94;1.0
33738;126;1.0
33738;124;1.0
33738;110;2.0
33739;15;1.0
33739;38;1.0
33739;63;2.0
33739;77;10.0
33739;57;2.0
33740;7;1.0
33740;127;1.0
33740;92;1.0
33741;29;1.0
33741;12;2.0
33741;81;1.0
33741;127;1.0
33741;14;1.0
33742;7;1.0
33742;100;6.0
33742;26;2.0
33742;125;1.0
33743;4;1.0
33743;112;1.0
33743;21;2.0
33743;92;1.0
33743;126;1.0
33743;85;1.0
33744;92;1.0
33745;48;1.0
33745;56;1.0
33745;6;2.0
33745;57;1.0
33747;83;3.0
33747;61;2.0
33747;98;1.0
33747;6;1.0
33747;123;1.0
33747;26;2.0
33747;132;1.0
33747;16;4.0
33747;92;4.0
33747;89;1.0
33748;104;2.0
33775;104;1.0
33776;14;1.0
33776;50;1.0
33776;57;1.0
33777;7;1.0
33777;59;1.0
33777;63;1.0
33777;55;2.0
33779;2;5.0
33779;15;2.0
33779;29;2.0
33779;37;1.0
33779;7;1.0
33779;123;3.0
33779;131;2.0
33779;19;2.0
33779;132;1.0
33780;15;2.0
33780;3;1.0
33780;93;1.0
33781;29;1.0
33781;53;1.0
33781;33;1.0
33781;122;1.0
33782;15;2.0
33782;29;1.0
33782;53;1.0
33782;30;1.0
33782;44;7.0
33782;56;1.0
33782;7;3.0
33782;57;1.0
33782;55;1.0
33783;15;1.0
33783;83;1.0
33783;29;2.0
33783;3;1.0
33783;53;1.0
33783;30;1.0
33783;31;1.0
33783;71;1.0
33783;25;3.0
33783;123;4.0
33783;65;1.0
33783;80;1.0
33783;128;2.0
33783;120;2.0
33783;92;1.0
33783;90;1.0
33783;124;2.0
33783;28;2.0
33784;95;2.0
33784;15;2.0
33784;29;3.0
33784;118;3.0
33784;116;3.0
33784;98;3.0
33784;44;8.0
33784;12;3.0
33784;33;2.0
33784;122;2.0
33784;47;2.0
33784;107;1.0
33785;15;2.0
33785;3;1.0
33785;116;1.0
33785;53;1.0
33785;30;1.0
33785;72;1.0
33785;131;1.0
33785;16;3.0
33785;80;1.0
33785;128;1.0
33786;98;1.0
33786;123;4.0
33786;86;1.0
33786;50;1.0
33787;40;1.0
33787;127;1.0
33788;27;1.0
33788;85;1.0
33789;21;2.0
33790;118;2.0
33790;98;2.0
33790;49;1.0
33790;129;2.0
33790;115;1.0
33791;15;2.0
33791;30;1.0
33791;100;3.0
33791;131;1.0
33791;17;1.0
33791;57;1.0
33791;126;1.0
33791;107;2.0
33792;119;2.0
33792;130;2.0
33792;77;1.0
33792;69;1.0
33793;29;1.0
33793;12;1.0
33793;21;1.0
33793;55;2.0
33795;51;1.0
33795;42;1.0
33795;88;1.0
33795;33;2.0
33795;123;2.0
33795;126;1.0
33795;124;1.0
33796;2;12.0
33796;119;2.0
33796;7;2.0
33796;130;1.0
33796;91;2.0
33797;2;1.0
33797;83;2.0
33797;3;1.0
33797;53;2.0
33797;54;1.0
33797;104;1.0
33797;80;1.0
33797;55;1.0
33798;15;2.0
33799;123;2.0
33799;49;2.0
33799;112;1.0
33799;47;1.0
33799;85;1.0
33799;10;1.0
33799;110;1.0
33801;1;1.0
33801;48;2.0
33801;88;1.0
33801;81;1.0
33801;7;2.0
33801;59;1.0
33801;93;1.0
33801;77;1.0
33801;27;1.0
33801;64;1.0
33802;29;2.0
33802;25;2.0
33802;37;1.0
33802;72;1.0
33802;7;1.0
33802;92;1.0
33802;64;1.0
33803;72;1.0
33804;19;1.0
33804;77;2.0
33805;7;1.0
33805;92;1.0
33805;57;1.0
33805;55;1.0
33806;2;5.0
33806;83;1.0
33806;29;1.0
33806;60;1.0
33806;17;1.0
33806;57;1.0
33807;116;1.0
33807;37;2.0
33807;129;3.0
33807;17;1.0
33807;63;1.0
33807;78;1.0
33807;125;1.0
33807;126;1.0
33810;130;2.0
33810;79;1.0
33810;21;1.0
33810;110;1.0
33811;29;1.0
33811;71;2.0
33811;73;1.0
33813;67;2.0
33814;7;1.0
33814;104;1.0
33814;97;1.0
33814;47;2.0
33816;49;1.0
33816;75;2.0
33816;124;1.0
33817;15;2.0
33817;29;1.0
33817;3;1.0
33817;53;1.0
33817;59;1.0
33817;125;1.0
33818;15;1.0
33818;125;1.0
33818;55;1.0
33820;15;2.0
33820;29;2.0
33820;53;2.0
33820;11;1.0
33820;30;1.0
33820;98;3.0
33820;25;3.0
33820;26;1.0
33820;27;2.0
33821;53;1.0
33821;32;1.0
33821;55;1.0
33823;2;4.0
33823;15;1.0
33824;15;2.0
33824;83;2.0
33824;3;2.0
33827;72;1.0
33827;79;1.0
33828;71;2.0
33828;123;2.0
33828;26;1.0
33828;50;1.0
33828;126;1.0
33828;85;1.0
33828;10;1.0
33828;28;1.0
33832;15;1.0
33832;44;3.0
33832;89;1.0
33833;83;2.0
33833;37;2.0
33833;102;1.0
33833;92;3.0
33833;87;1.0
33833;126;2.0
33837;36;1.0
33837;48;1.0
33837;118;1.0
33837;119;1.0
33837;116;1.0
33837;98;1.0
33837;52;2.0
33837;123;2.0
33837;14;1.0
33838;15;1.0
33838;44;3.0
33838;89;1.0
33841;116;2.0
33841;71;1.0
33841;33;1.0
33841;45;1.0
33841;62;1.0
33841;73;1.0
33841;90;1.0
33842;2;1.0
33842;64;1.0
33843;2;1.0
33843;15;1.0
33843;79;2.0
33846;29;3.0
33846;119;16.0
33846;12;5.0
33848;95;3.0
33848;15;2.0
33848;29;2.0
33848;3;1.0
33848;119;2.0
33848;31;2.0
33848;98;2.0
33848;6;2.0
33848;37;2.0
33848;65;2.0
33848;129;3.0
33853;29;6.0
33853;119;6.0
33853;12;6.0
33854;124;1.0
33855;15;1.0
33855;29;1.0
33855;132;1.0
33855;87;1.0
33857;29;6.0
33857;119;6.0
33857;12;6.0
33859;15;1.0
33859;29;1.0
33859;3;1.0
33859;37;2.0
33859;72;1.0
33859;123;2.0
33859;46;1.0
33859;90;1.0
33859;97;1.0
33863;15;1.0
33863;11;1.0
33863;67;1.0
33866;100;1.0
33866;123;1.0
33866;92;1.0
33871;118;1.0
33871;116;1.0
33871;31;2.0
33871;71;1.0
33871;6;1.0
33871;7;1.0
33871;14;1.0
33873;102;1.0
33874;2;1.0
33874;15;1.0
33874;5;1.0
33874;16;4.0
33874;73;1.0
33875;59;1.0
33875;14;1.0
33875;87;1.0
33875;85;1.0
33875;69;1.0
33878;116;1.0
33878;129;2.0
33878;99;1.0
33878;46;1.0
33878;78;1.0
33878;70;2.0
33881;108;1.0
33885;116;2.0
33885;98;2.0
33885;79;1.0
33885;46;1.0
33885;92;1.0
33887;17;1.0
33887;50;2.0
33887;126;1.0
33891;29;1.0
33891;71;1.0
33891;130;1.0
33891;99;2.0
33894;15;2.0
33894;7;1.0
33894;131;1.0
33894;19;1.0
33894;45;1.0
33894;132;1.0
33894;63;1.0
33900;83;1.0
33903;15;1.0
33903;29;2.0
33903;32;1.0
33903;88;1.0
33903;7;1.0
33903;33;2.0
33903;57;1.0
33904;2;2.0
33904;121;1.0
33905;15;3.0
33905;83;2.0
33905;61;2.0
33905;3;1.0
33905;72;2.0
33905;7;1.0
33905;130;2.0
33905;106;1.0
33905;115;2.0
33905;28;3.0
33907;116;2.0
33907;7;3.0
33907;19;1.0
33907;49;1.0
33907;92;2.0
33907;28;3.0
33908;15;2.0
33908;122;2.0
33908;14;1.0
33908;92;1.0
33908;50;1.0
33910;71;2.0
33910;128;1.0
33910;120;1.0
33910;115;1.0
33910;57;1.0
33912;15;2.0
33912;3;1.0
33912;32;1.0
33912;78;1.0
33912;57;1.0
33912;28;1.0
33914;87;1.0
33916;1;1.0
33916;15;2.0
33916;29;1.0
33916;53;1.0
33916;44;6.0
33916;122;2.0
33916;62;1.0
33916;55;1.0
33917;29;2.0
33917;119;2.0
33917;53;2.0
33917;20;2.0
33917;123;5.0
33917;46;2.0
33917;115;1.0
33917;27;1.0
33917;107;1.0
33917;28;1.0
33918;29;2.0
33918;116;2.0
33918;98;2.0
33918;32;1.0
33918;129;2.0
33920;15;1.0
33920;22;2.0
33920;7;1.0
33920;14;1.0
33920;43;1.0
33922;77;2.0
33924;3;2.0
33924;118;2.0
33924;31;2.0
33924;42;3.0
33924;25;3.0
33924;130;2.0
33924;64;2.0
33924;117;3.0
33926;29;2.0
33926;3;1.0
33926;122;2.0
33929;14;1.0
33929;77;1.0
33929;124;1.0
33929;28;1.0
33932;95;1.0
33932;15;1.0
33932;3;1.0
33932;119;2.0
33932;116;2.0
33932;11;1.0
33932;31;1.0
33932;98;1.0
33932;6;1.0
33932;7;1.0
33932;19;1.0
33932;49;1.0
33932;129;2.0
33932;55;1.0
33933;11;1.0
33933;30;1.0
33933;12;1.0
33933;52;1.0
33933;130;1.0
33933;54;1.0
33933;123;1.0
33933;68;1.0
33933;69;1.0
33936;3;1.0
33936;53;1.0
33936;30;2.0
33936;5;4.0
33936;55;1.0
33936;69;1.0
33938;2;6.0
33938;15;1.0
33938;26;1.0
33938;8;1.0
33938;57;2.0
33939;3;1.0
33939;53;1.0
33939;5;4.0
33939;55;1.0
33939;69;1.0
33940;77;4.0
33943;15;1.0
33943;3;1.0
33943;80;1.0
33943;21;1.0
33943;92;2.0
33943;47;2.0
33944;2;1.0
33946;116;3.0
33946;59;1.0
33946;34;1.0
33946;19;1.0
33946;92;1.0
33947;15;1.0
33947;29;2.0
33947;71;2.0
33947;32;1.0
33947;127;2.0
33947;26;1.0
33947;103;1.0
33947;129;2.0
33947;63;1.0
33947;50;1.0
33947;117;1.0
33950;2;2.0
33950;11;1.0
33950;30;1.0
33950;5;2.0
33950;12;2.0
33950;7;1.0
33951;25;2.0
33951;102;1.0
33952;32;1.0
33955;131;1.0
33956;1;1.0
33963;51;2.0
33963;119;2.0
33963;98;2.0
33963;26;1.0
33963;45;1.0
33964;2;2.0
33964;63;1.0
33964;92;1.0
33964;55;1.0
33965;29;2.0
33965;116;1.0
33965;53;2.0
33965;30;1.0
33965;40;1.0
33965;80;1.0
33965;90;1.0
33965;57;1.0
33965;10;2.0
33969;118;1.0
33969;119;2.0
33969;116;1.0
33969;98;1.0
33969;129;2.0
33973;15;1.0
33973;29;1.0
33973;117;1.0
33978;29;1.0
33978;119;1.0
33978;116;1.0
33978;88;1.0
33978;129;2.0
33978;126;1.0
33979;71;1.0
33979;57;1.0
33983;15;1.0
33983;63;1.0
33983;92;2.0
33983;85;1.0
33983;55;1.0
33983;69;1.0
33988;29;2.0
33988;30;1.0
33988;31;1.0
33988;42;1.0
33988;37;1.0
33988;7;3.0
33988;130;1.0
33988;123;2.0
33986;45;1.0
33986;92;1.0
33986;55;1.0
33987;15;1.0
33987;29;1.0
33987;118;1.0
33987;71;1.0
33987;32;1.0
33987;6;2.0
33987;130;2.0
33987;123;3.0
33987;131;1.0
33989;3;1.0
33989;88;1.0
33989;131;1.0
33989;80;1.0
33989;85;2.0
33990;15;1.0
33990;30;1.0
33990;92;1.0
33990;50;1.0
33990;91;1.0
33992;15;1.0
33993;19;3.0
33993;103;4.0
33993;14;1.0
33993;46;3.0
33993;107;1.0
33994;80;1.0
33995;15;2.0
33995;44;3.0
33995;72;1.0
33995;59;1.0
33995;34;1.0
33995;132;1.0
33995;104;1.0
33995;14;1.0
33997;15;2.0
33997;29;1.0
33997;30;1.0
33997;25;1.0
33997;37;2.0
33997;72;1.0
33997;88;1.0
33997;105;1.0
33997;81;1.0
33997;34;1.0
33997;131;1.0
33997;132;1.0
33997;49;1.0
33997;60;1.0
33997;14;1.0
33997;57;1.0
33997;85;1.0
33998;15;1.0
33998;116;1.0
33998;53;1.0
33998;31;2.0
33998;42;2.0
33998;130;2.0
33998;19;1.0
33998;129;5.0
33998;92;1.0
33998;28;1.0
33998;55;2.0
34001;2;4.0
34001;15;1.0
34001;123;2.0
34001;131;1.0
34001;24;1.0
34002;26;1.0
34004;57;4.0
34004;27;3.0
34005;3;1.0
34005;116;2.0
34005;98;2.0
34005;5;2.0
34005;100;3.0
34005;106;1.0
34005;78;1.0
34007;15;1.0
34007;29;1.0
34007;116;1.0
34007;12;1.0
34007;130;2.0
34007;123;4.0
34007;126;1.0
34009;15;1.0
34009;83;1.0
34009;130;1.0
34009;103;1.0
34009;129;2.0
34009;17;1.0
34009;99;1.0
34009;126;1.0
34011;15;1.0
34011;29;1.0
34011;116;1.0
34011;53;1.0
34011;42;1.0
34011;45;1.0
34011;17;1.0
34011;93;1.0
34011;24;1.0
34015;2;6.0
34015;29;2.0
34015;47;2.0
34023;29;1.0
34023;118;1.0
34023;12;1.0
34023;117;1.0
34030;48;1.0
34030;15;1.0
34030;29;1.0
34030;102;1.0
34030;45;1.0
34030;43;1.0
34031;3;1.0
34031;46;1.0
34035;82;1.0
34035;12;2.0
34035;105;1.0
34035;21;1.0
34036;98;2.0
34036;56;1.0
34036;32;1.0
34036;81;1.0
34036;80;2.0
34037;29;1.0
34037;98;2.0
34037;115;1.0
34037;28;1.0
34041;4;1.0
34041;82;1.0
34041;92;1.0
34044;127;2.0
34044;92;1.0
34045;15;1.0
34045;83;2.0
34046;29;1.0
34046;79;1.0
34046;77;1.0
34046;64;2.0
34049;15;1.0
34049;53;2.0
34049;42;1.0
34049;122;2.0
34049;49;1.0
34049;75;1.0
34049;126;1.0
34050;15;2.0
34050;118;2.0
34050;116;2.0
34050;5;2.0
34050;71;2.0
34050;130;2.0
34050;47;1.0
34051;38;1.0
34051;73;2.0
34051;108;1.0
34052;19;2.0
34052;57;1.0
34052;55;2.0
34056;15;1.0
34056;73;2.0
34059;15;1.0
34059;32;1.0
34059;14;1.0
34059;86;1.0
34059;47;2.0
34062;15;2.0
34062;127;1.0
34062;62;2.0
34062;67;1.0
34064;15;2.0
34065;51;1.0
34065;105;1.0
34065;60;1.0
34065;126;1.0
34066;3;1.0
34067;1;1.0
34070;130;2.0
34070;14;1.0
34070;17;1.0
34070;92;2.0
34070;27;2.0
34070;55;2.0
34072;7;1.0
34072;19;1.0
34072;79;1.0
34072;46;1.0
34072;77;4.0
34072;27;2.0
34073;95;1.0
34073;15;1.0
34073;7;1.0
34073;130;1.0
34073;97;1.0
34073;57;1.0
34076;15;1.0
34076;3;1.0
34076;37;1.0
34076;7;1.0
34076;100;2.0
34076;127;1.0
34076;24;1.0
34076;97;1.0
34078;21;1.0
34078;85;1.0
34080;2;2.0
34080;3;1.0
34080;53;1.0
34080;30;1.0
34080;31;2.0
34080;79;1.0
34080;17;1.0
34080;90;2.0
34080;115;1.0
34080;57;1.0
34082;5;1.0
34082;33;2.0
34082;70;2.0
34086;15;1.0
34086;30;1.0
34086;88;1.0
34086;126;1.0
34088;83;5.0
34088;3;1.0
34090;15;2.0
34090;42;2.0
34090;37;1.0
34090;123;2.0
34090;106;1.0
34090;50;1.0
34090;57;1.0
34090;126;1.0
34089;29;1.0
34089;6;2.0
34089;33;1.0
34089;102;2.0
34089;92;1.0
34091;2;2.0
34091;29;1.0
34091;31;1.0
34091;32;1.0
34091;55;1.0
34092;36;2.0
34092;2;8.0
34092;4;1.0
34093;3;1.0
34093;82;1.0
34093;73;1.0
34093;75;1.0
34093;85;1.0
34094;15;1.0
34094;3;1.0
34095;11;2.0
34095;131;1.0
34095;132;3.0
34095;14;1.0
34095;57;1.0
34098;1;1.0
34098;77;2.0
34100;29;2.0
34100;118;1.0
